task,checkpoint_hash,reset_seed,source_policy,boundary,pulse_direction,pulse_magnitude,condition,screening_or_test,block,draw,native_success,termination_reason,remaining_horizon,actual_steps,snapshot_id,pulse_id,target_pulse_magnitude,actual_action_delta,clip_ratio,eef_displacement_vs_sham,object_displacement_vs_sham,success_before_pulse,success_during_pulse,done_during_pulse,pulse_complete,action_coordinate,reference_frame,sampler_seed
square,c9e22005b58ba2524782e3068c8341554e419acf66f095e238e56df41d9a7aa3,940020,ft,20,-y,0.0,bc_sham,test,B,4,0,episode_horizon,0,316,square-seed940020-ft-b20,square-seed940020-ft-b20-m0,0.0,,,,,,,,,"robot0 OSC_POSE input [dx,dy,dz,ax,ay,az], action index 0/1",robosuite controller relative command convention,452225477
square,18031b2ed2ee422f6e85bd8c113e199d46e0b29f3f2b2d6b4828e67449e0cf25,940020,ft,20,-y,0.0,ft_sham,test,A,1,0,episode_horizon,0,316,square-seed940020-ft-b20,square-seed940020-ft-b20-m0,0.0,,,,,,,,,"robot0 OSC_POSE input [dx,dy,dz,ax,ay,az], action index 0/1",robosuite controller relative command convention,590110316
square,18031b2ed2ee422f6e85bd8c113e199d46e0b29f3f2b2d6b4828e67449e0cf25,940020,ft,20,-y,0.0,ft_sham,test,A,2,0,episode_horizon,0,316,square-seed940020-ft-b20,square-seed940020-ft-b20-m0,0.0,,,,,,,,,"robot0 OSC_POSE input [dx,dy,dz,ax,ay,az], action index 0/1",robosuite controller relative command convention,786526597
square,18031b2ed2ee422f6e85bd8c113e199d46e0b29f3f2b2d6b4828e67449e0cf25,940020,ft,20,-y,0.0,ft_sham,test,B,3,0,episode_horizon,0,316,square-seed940020-ft-b20,square-seed940020-ft-b20-m0,0.0,,,,,,,,,"robot0 OSC_POSE input [dx,dy,dz,ax,ay,az], action index 0/1",robosuite controller relative command convention,996583758
square,18031b2ed2ee422f6e85bd8c113e199d46e0b29f3f2b2d6b4828e67449e0cf25,940020,ft,20,-y,0.0,ft_sham,test,B,4,0,episode_horizon,0,316,square-seed940020-ft-b20,square-seed940020-ft-b20-m0,0.0,,,,,,,,,"robot0 OSC_POSE input [dx,dy,dz,ax,ay,az], action index 0/1",robosuite controller relative command convention,932934449
square,c9e22005b58ba2524782e3068c8341554e419acf66f095e238e56df41d9a7aa3,940020,ft,20,-y,0.125,bc_perturbed,test,A,1,1,native_success,236,80,square-seed940020-ft-b20,square-seed940020-ft-b20-m0.125,0.125,,,,,,,,,"robot0 OSC_POSE input [dx,dy,dz,ax,ay,az], action index 0/1",robosuite controller relative command convention,845747498
square,c9e22005b58ba2524782e3068c8341554e419acf66f095e238e56df41d9a7aa3,940020,ft,20,-y,0.125,bc_perturbed,test,A,2,1,native_success,236,80,square-seed940020-ft-b20,square-seed940020-ft-b20-m0.125,0.125,,,,,,,,,"robot0 OSC_POSE input [dx,dy,dz,ax,ay,az], action index 0/1",robosuite controller relative command convention,2090809692
square,c9e22005b58ba2524782e3068c8341554e419acf66f095e238e56df41d9a7aa3,940020,ft,20,-y,0.125,bc_perturbed,test,B,3,1,native_success,240,76,square-seed940020-ft-b20,square-seed940020-ft-b20-m0.125,0.125,,,,,,,,,"robot0 OSC_POSE input [dx,dy,dz,ax,ay,az], action index 0/1",robosuite controller relative command convention,2004248195
square,c9e22005b58ba2524782e3068c8341554e419acf66f095e238e56df41d9a7aa3,940020,ft,20,-y,0.125,bc_perturbed,test,B,4,0,episode_horizon,0,316,square-seed940020-ft-b20,square-seed940020-ft-b20-m0.125,0.125,,,,,,,,,"robot0 OSC_POSE input [dx,dy,dz,ax,ay,az], action index 0/1",robosuite controller relative command convention,96838824
square,18031b2ed2ee422f6e85bd8c113e199d46e0b29f3f2b2d6b4828e67449e0cf25,940020,ft,20,-y,0.125,ft_perturbed,test,A,1,1,native_success,48,268,square-seed940020-ft-b20,square-seed940020-ft-b20-m0.125,0.125,,,,,,,,,"robot0 OSC_POSE input [dx,dy,dz,ax,ay,az], action index 0/1",robosuite controller relative command convention,895207715
square,18031b2ed2ee422f6e85bd8c113e199d46e0b29f3f2b2d6b4828e67449e0cf25,940020,ft,20,-y,0.125,ft_perturbed,test,A,2,1,native_success,88,228,square-seed940020-ft-b20,square-seed940020-ft-b20-m0.125,0.125,,,,,,,,,"robot0 OSC_POSE input [dx,dy,dz,ax,ay,az], action index 0/1",robosuite controller relative command convention,1391156633
square,18031b2ed2ee422f6e85bd8c113e199d46e0b29f3f2b2d6b4828e67449e0cf25,940020,ft,20,-y,0.125,ft_perturbed,test,B,3,0,episode_horizon,0,316,square-seed940020-ft-b20,square-seed940020-ft-b20-m0.125,0.125,,,,,,,,,"robot0 OSC_POSE input [dx,dy,dz,ax,ay,az], action index 0/1",robosuite controller relative command convention,1450311067
square,18031b2ed2ee422f6e85bd8c113e199d46e0b29f3f2b2d6b4828e67449e0cf25,940020,ft,20,-y,0.125,ft_perturbed,test,B,4,1,native_success,44,272,square-seed940020-ft-b20,square-seed940020-ft-b20-m0.125,0.125,,,,,,,,,"robot0 OSC_POSE input [dx,dy,dz,ax,ay,az], action index 0/1",robosuite controller relative command convention,1073248235
square,c9e22005b58ba2524782e3068c8341554e419acf66f095e238e56df41d9a7aa3,940020,ft,20,-y,0.25,bc_perturbed,test,A,1,0,episode_horizon,0,316,square-seed940020-ft-b20,square-seed940020-ft-b20-m0.25,0.25,,,,,,,,,"robot0 OSC_POSE input [dx,dy,dz,ax,ay,az], action index 0/1",robosuite controller relative command convention,1715509777
square,c9e22005b58ba2524782e3068c8341554e419acf66f095e238e56df41d9a7aa3,940020,ft,20,-y,0.25,bc_perturbed,test,A,2,0,episode_horizon,0,316,square-seed940020-ft-b20,square-seed940020-ft-b20-m0.25,0.25,,,,,,,,,"robot0 OSC_POSE input [dx,dy,dz,ax,ay,az], action index 0/1",robosuite controller relative command convention,320852716
square,c9e22005b58ba2524782e3068c8341554e419acf66f095e238e56df41d9a7aa3,940020,ft,20,-y,0.25,bc_perturbed,test,B,3,0,episode_horizon,0,316,square-seed940020-ft-b20,square-seed940020-ft-b20-m0.25,0.25,,,,,,,,,"robot0 OSC_POSE input [dx,dy,dz,ax,ay,az], action index 0/1",robosuite controller relative command convention,193561626
square,c9e22005b58ba2524782e3068c8341554e419acf66f095e238e56df41d9a7aa3,940020,ft,20,-y,0.25,bc_perturbed,test,B,4,0,episode_horizon,0,316,square-seed940020-ft-b20,square-seed940020-ft-b20-m0.25,0.25,,,,,,,,,"robot0 OSC_POSE input [dx,dy,dz,ax,ay,az], action index 0/1",robosuite controller relative command convention,1317533493
square,18031b2ed2ee422f6e85bd8c113e199d46e0b29f3f2b2d6b4828e67449e0cf25,940020,ft,20,-y,0.25,ft_perturbed,test,A,1,1,native_success,32,284,square-seed940020-ft-b20,square-seed940020-ft-b20-m0.25,0.25,,,,,,,,,"robot0 OSC_POSE input [dx,dy,dz,ax,ay,az], action index 0/1",robosuite controller relative command convention,941115381
square,18031b2ed2ee422f6e85bd8c113e199d46e0b29f3f2b2d6b4828e67449e0cf25,940020,ft,20,-y,0.25,ft_perturbed,test,A,2,0,episode_horizon,0,316,square-seed940020-ft-b20,square-seed940020-ft-b20-m0.25,0.25,,,,,,,,,"robot0 OSC_POSE input [dx,dy,dz,ax,ay,az], action index 0/1",robosuite controller relative command convention,79124586
square,18031b2ed2ee422f6e85bd8c113e199d46e0b29f3f2b2d6b4828e67449e0cf25,940020,ft,20,-y,0.25,ft_perturbed,test,B,3,0,episode_horizon,0,316,square-seed940020-ft-b20,square-seed940020-ft-b20-m0.25,0.25,,,,,,,,,"robot0 OSC_POSE input [dx,dy,dz,ax,ay,az], action index 0/1",robosuite controller relative command convention,179306014
square,18031b2ed2ee422f6e85bd8c113e199d46e0b29f3f2b2d6b4828e67449e0cf25,940020,ft,20,-y,0.25,ft_perturbed,test,B,4,0,episode_horizon,0,316,square-seed940020-ft-b20,square-seed940020-ft-b20-m0.25,0.25,,,,,,,,,"robot0 OSC_POSE input [dx,dy,dz,ax,ay,az], action index 0/1",robosuite controller relative command convention,549445603
square,c9e22005b58ba2524782e3068c8341554e419acf66f095e238e56df41d9a7aa3,940020,ft,20,-y,0.5,bc_perturbed,test,A,1,0,episode_horizon,0,316,square-seed940020-ft-b20,square-seed940020-ft-b20-m0.5,0.5,,,,,,,,,"robot0 OSC_POSE input [dx,dy,dz,ax,ay,az], action index 0/1",robosuite controller relative command convention,890789945
square,c9e22005b58ba2524782e3068c8341554e419acf66f095e238e56df41d9a7aa3,940020,ft,20,-y,0.5,bc_perturbed,test,A,2,0,episode_horizon,0,316,square-seed940020-ft-b20,square-seed940020-ft-b20-m0.5,0.5,,,,,,,,,"robot0 OSC_POSE input [dx,dy,dz,ax,ay,az], action index 0/1",robosuite controller relative command convention,1438630568
square,c9e22005b58ba2524782e3068c8341554e419acf66f095e238e56df41d9a7aa3,940020,ft,20,-y,0.5,bc_perturbed,test,B,3,0,episode_horizon,0,316,square-seed940020-ft-b20,square-seed940020-ft-b20-m0.5,0.5,,,,,,,,,"robot0 OSC_POSE input [dx,dy,dz,ax,ay,az], action index 0/1",robosuite controller relative command convention,808873068
square,c9e22005b58ba2524782e3068c8341554e419acf66f095e238e56df41d9a7aa3,940020,ft,20,-y,0.5,bc_perturbed,test,B,4,0,episode_horizon,0,316,square-seed940020-ft-b20,square-seed940020-ft-b20-m0.5,0.5,,,,,,,,,"robot0 OSC_POSE input [dx,dy,dz,ax,ay,az], action index 0/1",robosuite controller relative command convention,730245128
square,18031b2ed2ee422f6e85bd8c113e199d46e0b29f3f2b2d6b4828e67449e0cf25,940020,ft,20,-y,0.5,ft_perturbed,test,A,1,0,episode_horizon,0,316,square-seed940020-ft-b20,square-seed940020-ft-b20-m0.5,0.5,,,,,,,,,"robot0 OSC_POSE input [dx,dy,dz,ax,ay,az], action index 0/1",robosuite controller relative command convention,2099201141
square,18031b2ed2ee422f6e85bd8c113e199d46e0b29f3f2b2d6b4828e67449e0cf25,940020,ft,20,-y,0.5,ft_perturbed,test,A,2,0,episode_horizon,0,316,square-seed940020-ft-b20,square-seed940020-ft-b20-m0.5,0.5,,,,,,,,,"robot0 OSC_POSE input [dx,dy,dz,ax,ay,az], action index 0/1",robosuite controller relative command convention,1480129842
square,18031b2ed2ee422f6e85bd8c113e199d46e0b29f3f2b2d6b4828e67449e0cf25,940020,ft,20,-y,0.5,ft_perturbed,test,B,3,0,episode_horizon,0,316,square-seed940020-ft-b20,square-seed940020-ft-b20-m0.5,0.5,,,,,,,,,"robot0 OSC_POSE input [dx,dy,dz,ax,ay,az], action index 0/1",robosuite controller relative command convention,1770783861
square,18031b2ed2ee422f6e85bd8c113e199d46e0b29f3f2b2d6b4828e67449e0cf25,940020,ft,20,-y,0.5,ft_perturbed,test,B,4,0,episode_horizon,0,316,square-seed940020-ft-b20,square-seed940020-ft-b20-m0.5,0.5,,,,,,,,,"robot0 OSC_POSE input [dx,dy,dz,ax,ay,az], action index 0/1",robosuite controller relative command convention,802933526
square,c9e22005b58ba2524782e3068c8341554e419acf66f095e238e56df41d9a7aa3,940021,bc,40,+x,0.0,bc_sham,test,A,1,0,episode_horizon,0,236,square-seed940021-bc-b40,square-seed940021-bc-b40-m0,0.0,,,,,,,,,"robot0 OSC_POSE input [dx,dy,dz,ax,ay,az], action index 0/1",robosuite controller relative command convention,332814257
square,c9e22005b58ba2524782e3068c8341554e419acf66f095e238e56df41d9a7aa3,940021,bc,40,+x,0.0,bc_sham,test,A,2,0,episode_horizon,0,236,square-seed940021-bc-b40,square-seed940021-bc-b40-m0,0.0,,,,,,,,,"robot0 OSC_POSE input [dx,dy,dz,ax,ay,az], action index 0/1",robosuite controller relative command convention,1308148203
square,c9e22005b58ba2524782e3068c8341554e419acf66f095e238e56df41d9a7aa3,940021,bc,40,+x,0.0,bc_sham,test,B,3,0,episode_horizon,0,236,square-seed940021-bc-b40,square-seed940021-bc-b40-m0,0.0,,,,,,,,,"robot0 OSC_POSE input [dx,dy,dz,ax,ay,az], action index 0/1",robosuite controller relative command convention,930611877
square,c9e22005b58ba2524782e3068c8341554e419acf66f095e238e56df41d9a7aa3,940021,bc,40,+x,0.0,bc_sham,test,B,4,1,native_success,56,180,square-seed940021-bc-b40,square-seed940021-bc-b40-m0,0.0,,,,,,,,,"robot0 OSC_POSE input [dx,dy,dz,ax,ay,az], action index 0/1",robosuite controller relative command convention,783654354
square,18031b2ed2ee422f6e85bd8c113e199d46e0b29f3f2b2d6b4828e67449e0cf25,940021,bc,40,+x,0.0,ft_sham,test,A,1,1,native_success,120,116,square-seed940021-bc-b40,square-seed940021-bc-b40-m0,0.0,,,,,,,,,"robot0 OSC_POSE input [dx,dy,dz,ax,ay,az], action index 0/1",robosuite controller relative command convention,936147246
square,18031b2ed2ee422f6e85bd8c113e199d46e0b29f3f2b2d6b4828e67449e0cf25,940021,bc,40,+x,0.0,ft_sham,test,A,2,1,native_success,140,96,square-seed940021-bc-b40,square-seed940021-bc-b40-m0,0.0,,,,,,,,,"robot0 OSC_POSE input [dx,dy,dz,ax,ay,az], action index 0/1",robosuite controller relative command convention,1986183207
square,18031b2ed2ee422f6e85bd8c113e199d46e0b29f3f2b2d6b4828e67449e0cf25,940021,bc,40,+x,0.0,ft_sham,test,B,3,1,native_success,132,104,square-seed940021-bc-b40,square-seed940021-bc-b40-m0,0.0,,,,,,,,,"robot0 OSC_POSE input [dx,dy,dz,ax,ay,az], action index 0/1",robosuite controller relative command convention,103070232
square,18031b2ed2ee422f6e85bd8c113e199d46e0b29f3f2b2d6b4828e67449e0cf25,940021,bc,40,+x,0.0,ft_sham,test,B,4,1,native_success,128,108,square-seed940021-bc-b40,square-seed940021-bc-b40-m0,0.0,,,,,,,,,"robot0 OSC_POSE input [dx,dy,dz,ax,ay,az], action index 0/1",robosuite controller relative command convention,1026975208
square,c9e22005b58ba2524782e3068c8341554e419acf66f095e238e56df41d9a7aa3,940021,bc,40,+x,0.125,bc_perturbed,test,A,1,0,episode_horizon,0,236,square-seed940021-bc-b40,square-seed940021-bc-b40-m0.125,0.125,,,,,,,,,"robot0 OSC_POSE input [dx,dy,dz,ax,ay,az], action index 0/1",robosuite controller relative command convention,1654724324
square,c9e22005b58ba2524782e3068c8341554e419acf66f095e238e56df41d9a7aa3,940021,bc,40,+x,0.125,bc_perturbed,test,A,2,1,native_success,20,216,square-seed940021-bc-b40,square-seed940021-bc-b40-m0.125,0.125,,,,,,,,,"robot0 OSC_POSE input [dx,dy,dz,ax,ay,az], action index 0/1",robosuite controller relative command convention,974521710
square,c9e22005b58ba2524782e3068c8341554e419acf66f095e238e56df41d9a7aa3,940021,bc,40,+x,0.125,bc_perturbed,test,B,3,1,native_success,28,208,square-seed940021-bc-b40,square-seed940021-bc-b40-m0.125,0.125,,,,,,,,,"robot0 OSC_POSE input [dx,dy,dz,ax,ay,az], action index 0/1",robosuite controller relative command convention,37090542
square,c9e22005b58ba2524782e3068c8341554e419acf66f095e238e56df41d9a7aa3,940021,bc,40,+x,0.125,bc_perturbed,test,B,4,0,episode_horizon,0,236,square-seed940021-bc-b40,square-seed940021-bc-b40-m0.125,0.125,,,,,,,,,"robot0 OSC_POSE input [dx,dy,dz,ax,ay,az], action index 0/1",robosuite controller relative command convention,234334529
square,18031b2ed2ee422f6e85bd8c113e199d46e0b29f3f2b2d6b4828e67449e0cf25,940021,bc,40,+x,0.125,ft_perturbed,test,A,1,1,native_success,128,108,square-seed940021-bc-b40,square-seed940021-bc-b40-m0.125,0.125,,,,,,,,,"robot0 OSC_POSE input [dx,dy,dz,ax,ay,az], action index 0/1",robosuite controller relative command convention,321665935
square,18031b2ed2ee422f6e85bd8c113e199d46e0b29f3f2b2d6b4828e67449e0cf25,940021,bc,40,+x,0.125,ft_perturbed,test,A,2,0,episode_horizon,0,236,square-seed940021-bc-b40,square-seed940021-bc-b40-m0.125,0.125,,,,,,,,,"robot0 OSC_POSE input [dx,dy,dz,ax,ay,az], action index 0/1",robosuite controller relative command convention,709718579
square,18031b2ed2ee422f6e85bd8c113e199d46e0b29f3f2b2d6b4828e67449e0cf25,940021,bc,40,+x,0.125,ft_perturbed,test,B,3,1,native_success,140,96,square-seed940021-bc-b40,square-seed940021-bc-b40-m0.125,0.125,,,,,,,,,"robot0 OSC_POSE input [dx,dy,dz,ax,ay,az], action index 0/1",robosuite controller relative command convention,353055634
square,18031b2ed2ee422f6e85bd8c113e199d46e0b29f3f2b2d6b4828e67449e0cf25,940021,bc,40,+x,0.125,ft_perturbed,test,B,4,1,native_success,96,140,square-seed940021-bc-b40,square-seed940021-bc-b40-m0.125,0.125,,,,,,,,,"robot0 OSC_POSE input [dx,dy,dz,ax,ay,az], action index 0/1",robosuite controller relative command convention,1107213511
square,c9e22005b58ba2524782e3068c8341554e419acf66f095e238e56df41d9a7aa3,940021,bc,40,+x,0.25,bc_perturbed,test,A,1,1,native_success,36,200,square-seed940021-bc-b40,square-seed940021-bc-b40-m0.25,0.25,,,,,,,,,"robot0 OSC_POSE input [dx,dy,dz,ax,ay,az], action index 0/1",robosuite controller relative command convention,1116065060
square,c9e22005b58ba2524782e3068c8341554e419acf66f095e238e56df41d9a7aa3,940021,bc,40,+x,0.25,bc_perturbed,test,A,2,0,episode_horizon,0,236,square-seed940021-bc-b40,square-seed940021-bc-b40-m0.25,0.25,,,,,,,,,"robot0 OSC_POSE input [dx,dy,dz,ax,ay,az], action index 0/1",robosuite controller relative command convention,332674317
square,c9e22005b58ba2524782e3068c8341554e419acf66f095e238e56df41d9a7aa3,940021,bc,40,+x,0.25,bc_perturbed,test,B,3,0,episode_horizon,0,236,square-seed940021-bc-b40,square-seed940021-bc-b40-m0.25,0.25,,,,,,,,,"robot0 OSC_POSE input [dx,dy,dz,ax,ay,az], action index 0/1",robosuite controller relative command convention,967869483
square,c9e22005b58ba2524782e3068c8341554e419acf66f095e238e56df41d9a7aa3,940021,bc,40,+x,0.25,bc_perturbed,test,B,4,0,episode_horizon,0,236,square-seed940021-bc-b40,square-seed940021-bc-b40-m0.25,0.25,,,,,,,,,"robot0 OSC_POSE input [dx,dy,dz,ax,ay,az], action index 0/1",robosuite controller relative command convention,1748456894
square,18031b2ed2ee422f6e85bd8c113e199d46e0b29f3f2b2d6b4828e67449e0cf25,940021,bc,40,+x,0.25,ft_perturbed,test,A,1,1,native_success,128,108,square-seed940021-bc-b40,square-seed940021-bc-b40-m0.25,0.25,,,,,,,,,"robot0 OSC_POSE input [dx,dy,dz,ax,ay,az], action index 0/1",robosuite controller relative command convention,809718538
square,18031b2ed2ee422f6e85bd8c113e199d46e0b29f3f2b2d6b4828e67449e0cf25,940021,bc,40,+x,0.25,ft_perturbed,test,A,2,1,native_success,128,108,square-seed940021-bc-b40,square-seed940021-bc-b40-m0.25,0.25,,,,,,,,,"robot0 OSC_POSE input [dx,dy,dz,ax,ay,az], action index 0/1",robosuite controller relative command convention,1892605236
square,18031b2ed2ee422f6e85bd8c113e199d46e0b29f3f2b2d6b4828e67449e0cf25,940021,bc,40,+x,0.25,ft_perturbed,test,B,3,0,episode_horizon,0,236,square-seed940021-bc-b40,square-seed940021-bc-b40-m0.25,0.25,,,,,,,,,"robot0 OSC_POSE input [dx,dy,dz,ax,ay,az], action index 0/1",robosuite controller relative command convention,657793098
square,18031b2ed2ee422f6e85bd8c113e199d46e0b29f3f2b2d6b4828e67449e0cf25,940021,bc,40,+x,0.25,ft_perturbed,test,B,4,1,native_success,120,116,square-seed940021-bc-b40,square-seed940021-bc-b40-m0.25,0.25,,,,,,,,,"robot0 OSC_POSE input [dx,dy,dz,ax,ay,az], action index 0/1",robosuite controller relative command convention,1626461979
square,c9e22005b58ba2524782e3068c8341554e419acf66f095e238e56df41d9a7aa3,940021,bc,40,+x,0.5,bc_perturbed,test,A,1,1,native_success,32,204,square-seed940021-bc-b40,square-seed940021-bc-b40-m0.5,0.5,,,,,,,,,"robot0 OSC_POSE input [dx,dy,dz,ax,ay,az], action index 0/1",robosuite controller relative command convention,1846449697
square,c9e22005b58ba2524782e3068c8341554e419acf66f095e238e56df41d9a7aa3,940021,bc,40,+x,0.5,bc_perturbed,test,A,2,0,episode_horizon,0,236,square-seed940021-bc-b40,square-seed940021-bc-b40-m0.5,0.5,,,,,,,,,"robot0 OSC_POSE input [dx,dy,dz,ax,ay,az], action index 0/1",robosuite controller relative command convention,793834239
square,c9e22005b58ba2524782e3068c8341554e419acf66f095e238e56df41d9a7aa3,940021,bc,40,+x,0.5,bc_perturbed,test,B,3,0,episode_horizon,0,236,square-seed940021-bc-b40,square-seed940021-bc-b40-m0.5,0.5,,,,,,,,,"robot0 OSC_POSE input [dx,dy,dz,ax,ay,az], action index 0/1",robosuite controller relative command convention,1439943433
square,c9e22005b58ba2524782e3068c8341554e419acf66f095e238e56df41d9a7aa3,940021,bc,40,+x,0.5,bc_perturbed,test,B,4,0,episode_horizon,0,236,square-seed940021-bc-b40,square-seed940021-bc-b40-m0.5,0.5,,,,,,,,,"robot0 OSC_POSE input [dx,dy,dz,ax,ay,az], action index 0/1",robosuite controller relative command convention,343328053
square,18031b2ed2ee422f6e85bd8c113e199d46e0b29f3f2b2d6b4828e67449e0cf25,940021,bc,40,+x,0.5,ft_perturbed,test,A,1,1,native_success,140,96,square-seed940021-bc-b40,square-seed940021-bc-b40-m0.5,0.5,,,,,,,,,"robot0 OSC_POSE input [dx,dy,dz,ax,ay,az], action index 0/1",robosuite controller relative command convention,565148702
square,18031b2ed2ee422f6e85bd8c113e199d46e0b29f3f2b2d6b4828e67449e0cf25,940021,bc,40,+x,0.5,ft_perturbed,test,A,2,1,native_success,128,108,square-seed940021-bc-b40,square-seed940021-bc-b40-m0.5,0.5,,,,,,,,,"robot0 OSC_POSE input [dx,dy,dz,ax,ay,az], action index 0/1",robosuite controller relative command convention,426740735
square,18031b2ed2ee422f6e85bd8c113e199d46e0b29f3f2b2d6b4828e67449e0cf25,940021,bc,40,+x,0.5,ft_perturbed,test,B,3,0,episode_horizon,0,236,square-seed940021-bc-b40,square-seed940021-bc-b40-m0.5,0.5,,,,,,,,,"robot0 OSC_POSE input [dx,dy,dz,ax,ay,az], action index 0/1",robosuite controller relative command convention,294625695
square,18031b2ed2ee422f6e85bd8c113e199d46e0b29f3f2b2d6b4828e67449e0cf25,940021,bc,40,+x,0.5,ft_perturbed,test,B,4,1,native_success,140,96,square-seed940021-bc-b40,square-seed940021-bc-b40-m0.5,0.5,,,,,,,,,"robot0 OSC_POSE input [dx,dy,dz,ax,ay,az], action index 0/1",robosuite controller relative command convention,1318999328
square,c9e22005b58ba2524782e3068c8341554e419acf66f095e238e56df41d9a7aa3,940022,bc,10,-x,0.0,bc_sham,test,A,1,1,native_success,252,104,square-seed940022-bc-b10,square-seed940022-bc-b10-m0,0.0,,,,,,,,,"robot0 OSC_POSE input [dx,dy,dz,ax,ay,az], action index 0/1",robosuite controller relative command convention,1488088461
square,c9e22005b58ba2524782e3068c8341554e419acf66f095e238e56df41d9a7aa3,940022,bc,10,-x,0.0,bc_sham,test,A,2,1,native_success,64,292,square-seed940022-bc-b10,square-seed940022-bc-b10-m0,0.0,,,,,,,,,"robot0 OSC_POSE input [dx,dy,dz,ax,ay,az], action index 0/1",robosuite controller relative command convention,1859020820
square,c9e22005b58ba2524782e3068c8341554e419acf66f095e238e56df41d9a7aa3,940022,bc,10,-x,0.0,bc_sham,test,B,3,1,native_success,116,240,square-seed940022-bc-b10,square-seed940022-bc-b10-m0,0.0,,,,,,,,,"robot0 OSC_POSE input [dx,dy,dz,ax,ay,az], action index 0/1",robosuite controller relative command convention,707256067
square,c9e22005b58ba2524782e3068c8341554e419acf66f095e238e56df41d9a7aa3,940022,bc,10,-x,0.0,bc_sham,test,B,4,1,native_success,200,156,square-seed940022-bc-b10,square-seed940022-bc-b10-m0,0.0,,,,,,,,,"robot0 OSC_POSE input [dx,dy,dz,ax,ay,az], action index 0/1",robosuite controller relative command convention,2114930254
square,18031b2ed2ee422f6e85bd8c113e199d46e0b29f3f2b2d6b4828e67449e0cf25,940022,bc,10,-x,0.0,ft_sham,test,A,1,1,native_success,256,100,square-seed940022-bc-b10,square-seed940022-bc-b10-m0,0.0,,,,,,,,,"robot0 OSC_POSE input [dx,dy,dz,ax,ay,az], action index 0/1",robosuite controller relative command convention,1997404193
square,18031b2ed2ee422f6e85bd8c113e199d46e0b29f3f2b2d6b4828e67449e0cf25,940022,bc,10,-x,0.0,ft_sham,test,A,2,1,native_success,280,76,square-seed940022-bc-b10,square-seed940022-bc-b10-m0,0.0,,,,,,,,,"robot0 OSC_POSE input [dx,dy,dz,ax,ay,az], action index 0/1",robosuite controller relative command convention,318394513
square,18031b2ed2ee422f6e85bd8c113e199d46e0b29f3f2b2d6b4828e67449e0cf25,940022,bc,10,-x,0.0,ft_sham,test,B,3,1,native_success,272,84,square-seed940022-bc-b10,square-seed940022-bc-b10-m0,0.0,,,,,,,,,"robot0 OSC_POSE input [dx,dy,dz,ax,ay,az], action index 0/1",robosuite controller relative command convention,1047269579
square,18031b2ed2ee422f6e85bd8c113e199d46e0b29f3f2b2d6b4828e67449e0cf25,940022,bc,10,-x,0.0,ft_sham,test,B,4,1,native_success,280,76,square-seed940022-bc-b10,square-seed940022-bc-b10-m0,0.0,,,,,,,,,"robot0 OSC_POSE input [dx,dy,dz,ax,ay,az], action index 0/1",robosuite controller relative command convention,360985532
square,c9e22005b58ba2524782e3068c8341554e419acf66f095e238e56df41d9a7aa3,940022,bc,10,-x,0.125,bc_perturbed,test,A,1,1,native_success,104,252,square-seed940022-bc-b10,square-seed940022-bc-b10-m0.125,0.125,,,,,,,,,"robot0 OSC_POSE input [dx,dy,dz,ax,ay,az], action index 0/1",robosuite controller relative command convention,984549211
square,c9e22005b58ba2524782e3068c8341554e419acf66f095e238e56df41d9a7aa3,940022,bc,10,-x,0.125,bc_perturbed,test,A,2,1,native_success,164,192,square-seed940022-bc-b10,square-seed940022-bc-b10-m0.125,0.125,,,,,,,,,"robot0 OSC_POSE input [dx,dy,dz,ax,ay,az], action index 0/1",robosuite controller relative command convention,46897413
square,c9e22005b58ba2524782e3068c8341554e419acf66f095e238e56df41d9a7aa3,940022,bc,10,-x,0.125,bc_perturbed,test,B,3,1,native_success,224,132,square-seed940022-bc-b10,square-seed940022-bc-b10-m0.125,0.125,,,,,,,,,"robot0 OSC_POSE input [dx,dy,dz,ax,ay,az], action index 0/1",robosuite controller relative command convention,332514035
square,c9e22005b58ba2524782e3068c8341554e419acf66f095e238e56df41d9a7aa3,940022,bc,10,-x,0.125,bc_perturbed,test,B,4,1,native_success,240,116,square-seed940022-bc-b10,square-seed940022-bc-b10-m0.125,0.125,,,,,,,,,"robot0 OSC_POSE input [dx,dy,dz,ax,ay,az], action index 0/1",robosuite controller relative command convention,1427144024
square,18031b2ed2ee422f6e85bd8c113e199d46e0b29f3f2b2d6b4828e67449e0cf25,940022,bc,10,-x,0.125,ft_perturbed,test,A,1,1,native_success,280,76,square-seed940022-bc-b10,square-seed940022-bc-b10-m0.125,0.125,,,,,,,,,"robot0 OSC_POSE input [dx,dy,dz,ax,ay,az], action index 0/1",robosuite controller relative command convention,1226313856
square,18031b2ed2ee422f6e85bd8c113e199d46e0b29f3f2b2d6b4828e67449e0cf25,940022,bc,10,-x,0.125,ft_perturbed,test,A,2,1,native_success,280,76,square-seed940022-bc-b10,square-seed940022-bc-b10-m0.125,0.125,,,,,,,,,"robot0 OSC_POSE input [dx,dy,dz,ax,ay,az], action index 0/1",robosuite controller relative command convention,1788843105
